Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       3/60          main [7]
                0.00    0.00       3/60          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__find_if<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_pred<identifyAffectedVertices(GraphPartition&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&, std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&)::{lambda(Edge const&)#4}> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_pred<identifyAffectedVertices(GraphPartition&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&, std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&)::{lambda(Edge const&)#4}>, std::random_access_iterator_tag) <cycle 1> [668]
                0.00    0.00      54/60          load_partition(int, GraphPartition&) [519]
[89]     0.0    0.00    0.00      60         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator++() [89]
-----------------------------------------------
                0.00    0.00      30/60          std::vector<Edge, std::allocator<Edge> >::begin() const [145]
                0.00    0.00      30/60          std::vector<Edge, std::allocator<Edge> >::end() const [144]
[90]     0.0    0.00    0.00      60         __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge const* const&) [90]
-----------------------------------------------
                0.00    0.00      30/60          std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::operator[](int&&) [153]
                0.00    0.00      30/60          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int&&) [160]
[91]     0.0    0.00    0.00      60         std::remove_reference<int&>::type&& std::move<int&>(int&) [91]
-----------------------------------------------
                0.00    0.00      15/59          std::_Vector_base<Edge, std::allocator<Edge> >::~_Vector_base() [218]
                0.00    0.00      44/59          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [128]
[92]     0.0    0.00    0.00      59         std::_Vector_base<Edge, std::allocator<Edge> >::_M_deallocate(Edge*, unsigned long) [92]
                0.00    0.00      44/44          std::__new_allocator<Edge>::deallocate(Edge*, unsigned long) [126]
-----------------------------------------------
                0.00    0.00       1/59          std::vector<Vertex, std::allocator<Vertex> >::_M_check_len(unsigned long, char const*) const [537]
                0.00    0.00       3/59          std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > >::_M_check_len(unsigned long, char const*) const [392]
                0.00    0.00       3/59          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [391]
                0.00    0.00       8/59          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [274]
                0.00    0.00      44/59          std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [124]
[93]     0.0    0.00    0.00      59         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [93]
-----------------------------------------------
                0.00    0.00      15/58          std::__detail::_Map_base<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [240]
                0.00    0.00      15/58          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(int const&) [212]
                0.00    0.00      28/58          std::__detail::_Hash_code_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, std::pair<int, int> >, false> const&, unsigned long) const [167]
[94]     0.0    0.00    0.00      58         std::__detail::_Hash_code_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [94]
                0.00    0.00      58/58          std::__detail::_Hash_code_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [95]
                0.00    0.00      58/327         std::hash<int>::operator()(int) const [12]
-----------------------------------------------
                0.00    0.00      58/58          std::__detail::_Hash_code_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [94]
[95]     0.0    0.00    0.00      58         std::__detail::_Hash_code_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [95]
                0.00    0.00      58/327         std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_M_cget() const [13]
-----------------------------------------------
                0.00    0.00      56/56          std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [98]
[96]     0.0    0.00    0.00      56         std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&) [96]
-----------------------------------------------
                0.00    0.00      56/56          std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [100]
[97]     0.0    0.00    0.00      56         std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [97]
-----------------------------------------------
                0.00    0.00      56/56          int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [103]
[98]     0.0    0.00    0.00      56         std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [98]
                0.00    0.00      56/56          std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&) [96]
-----------------------------------------------
                0.00    0.00      56/56          std::tuple<int const&>::tuple(std::tuple<int const&>&&) [102]
[99]     0.0    0.00    0.00      56         std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [99]
-----------------------------------------------
                0.00    0.00      56/56          std::tuple<int const&>::tuple<true, true>(int const&) [101]
[100]    0.0    0.00    0.00      56         std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [100]
                0.00    0.00      56/56          std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [97]
-----------------------------------------------
                0.00    0.00       1/56          std::__detail::_Map_base<int, std::pair<int const, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::allocator<std::pair<int const, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [652]
                0.00    0.00      15/56          std::__detail::_Map_base<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [240]
                0.00    0.00      40/56          std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [82]
[101]    0.0    0.00    0.00      56         std::tuple<int const&>::tuple<true, true>(int const&) [101]
                0.00    0.00      56/56          std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [100]
-----------------------------------------------
                0.00    0.00       1/56          std::__detail::_Hash_node<std::pair<int const, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [638]
                0.00    0.00      15/56          std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [237]
                0.00    0.00      40/56          std::__detail::_Hash_node<std::pair<int const, int>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [135]
[102]    0.0    0.00    0.00      56         std::tuple<int const&>::tuple(std::tuple<int const&>&&) [102]
                0.00    0.00      56/56          std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [99]
-----------------------------------------------
                0.00    0.00      56/56          std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [104]
[103]    0.0    0.00    0.00      56         int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [103]
                0.00    0.00      56/56          std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [98]
-----------------------------------------------
                0.00    0.00       1/56          std::pair<int const, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [609]
                0.00    0.00      15/56          std::pair<int const, std::pair<int, int> >::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [227]
                0.00    0.00      40/56          std::pair<int const, int>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [133]
[104]    0.0    0.00    0.00      56         std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [104]
                0.00    0.00      56/56          int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [103]
-----------------------------------------------
                0.00    0.00      55/55          std::vector<Edge, std::allocator<Edge> >::back() [107]
[105]    0.0    0.00    0.00      55         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator-(long) const [105]
                0.00    0.00      55/232         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&) [26]
-----------------------------------------------
                0.00    0.00      55/55          std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&) [108]
[106]    0.0    0.00    0.00      55         Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [106]
                0.00    0.00      77/209         Edge&& std::forward<Edge>(std::remove_reference<Edge>::type&) [28]
                0.00    0.00      55/55          std::vector<Edge, std::allocator<Edge> >::back() [107]
                0.00    0.00      44/116         std::vector<Edge, std::allocator<Edge> >::end() [51]
                0.00    0.00      44/44          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [128]
                0.00    0.00      11/282         operator new(unsigned long, void*) [18]
-----------------------------------------------
                0.00    0.00      55/55          Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [106]
[107]    0.0    0.00    0.00      55         std::vector<Edge, std::allocator<Edge> >::back() [107]
                0.00    0.00      55/116         std::vector<Edge, std::allocator<Edge> >::end() [51]
                0.00    0.00      55/55          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator-(long) const [105]
                0.00    0.00      55/116         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::operator*() const [50]
-----------------------------------------------
                0.00    0.00       1/55          main [7]
                0.00    0.00      54/55          load_partition(int, GraphPartition&) [519]
[108]    0.0    0.00    0.00      55         std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&) [108]
                0.00    0.00      55/55          std::remove_reference<Edge&>::type&& std::move<Edge&>(Edge&) [109]
                0.00    0.00      55/55          Edge& std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [106]
-----------------------------------------------
                0.00    0.00      55/55          std::vector<Edge, std::allocator<Edge> >::push_back(Edge&&) [108]
[109]    0.0    0.00    0.00      55         std::remove_reference<Edge&>::type&& std::move<Edge&>(Edge&) [109]
-----------------------------------------------
                0.00    0.00      54/54          std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_key_equals(int const&, std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [111]
[110]    0.0    0.00    0.00      54         std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [110]
                0.00    0.00      54/72          std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_M_cget() const [69]
-----------------------------------------------
                0.00    0.00      53/53          std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [112]
[111]    0.0    0.00    0.00      53         std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_key_equals(int const&, std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [111]
                0.00    0.00      54/54          std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [110]
                0.00    0.00      54/188         __gnu_cxx::__aligned_buffer<std::pair<int const, int> >::_M_ptr() const [30]
                0.00    0.00      53/186         std::__detail::_Select1st::__1st_type<std::pair<int const, int> const&>::type&& std::__detail::_Select1st::operator()<std::pair<int const, int> const&>(std::pair<int const, int> const&) const [32]
                0.00    0.00      53/71          std::equal_to<int>::operator()(int const&, int const&) const [70]
-----------------------------------------------
                0.00    0.00      53/53          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [41]
[112]    0.0    0.00    0.00      53         std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [112]
                0.00    0.00      53/53          std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_S_equals(unsigned long, std::__detail::_Hash_node_code_cache<false> const&) [113]
                0.00    0.00      53/53          std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_key_equals(int const&, std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [111]
-----------------------------------------------
                0.00    0.00      53/53          std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node_value<std::pair<int const, int>, false> const&) const [112]
[113]    0.0    0.00    0.00      53         std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_S_equals(unsigned long, std::__detail::_Hash_node_code_cache<false> const&) [113]
-----------------------------------------------
                0.00    0.00      15/47          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::__small_size_threshold() [210]
                0.00    0.00      32/47          std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::__small_size_threshold() [137]
[114]    0.0    0.00    0.00      47         std::__detail::_Hashtable_hash_traits<std::hash<int> >::__small_size_threshold() [114]
-----------------------------------------------
                0.00    0.00      18/46          std::__detail::_Hashtable_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_key_equals(int const&, std::__detail::_Hash_node_value<std::pair<int const, std::pair<int, int> >, false> const&) const [185]
                0.00    0.00      28/46          std::__detail::_Hash_code_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, std::pair<int, int> >, false> const&, unsigned long) const [167]
[115]    0.0    0.00    0.00      46         __gnu_cxx::__aligned_buffer<std::pair<int const, std::pair<int, int> > >::_M_ptr() const [115]
                0.00    0.00      46/46          __gnu_cxx::__aligned_buffer<std::pair<int const, std::pair<int, int> > >::_M_addr() const [116]
-----------------------------------------------
                0.00    0.00      46/46          __gnu_cxx::__aligned_buffer<std::pair<int const, std::pair<int, int> > >::_M_ptr() const [115]
[116]    0.0    0.00    0.00      46         __gnu_cxx::__aligned_buffer<std::pair<int const, std::pair<int, int> > >::_M_addr() const [116]
-----------------------------------------------
                0.00    0.00      18/46          std::__detail::_Hashtable_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_key_equals(int const&, std::__detail::_Hash_node_value<std::pair<int const, std::pair<int, int> >, false> const&) const [185]
                0.00    0.00      28/46          std::__detail::_Hash_code_base<int, std::pair<int const, std::pair<int, int> >, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, std::pair<int, int> >, false> const&, unsigned long) const [167]
[117]    0.0    0.00    0.00      46         std::__detail::_Select1st::__1st_type<std::pair<int const, std::pair<int, int> > const&>::type&& std::__detail::_Select1st::operator()<std::pair<int const, std::pair<int, int> > const&>(std::pair<int const, std::pair<int, int> > const&) const [117]
                0.00    0.00      46/46          std::pair<int const, std::pair<int, int> > const& std::forward<std::pair<int const, std::pair<int, int> > const&>(std::remove_reference<std::pair<int const, std::pair<int, int> > const&>::type&) [118]
-----------------------------------------------
                0.00    0.00      46/46          std::__detail::_Select1st::__1st_type<std::pair<int const, std::pair<int, int> > const&>::type&& std::__detail::_Select1st::operator()<std::pair<int const, std::pair<int, int> > const&>(std::pair<int const, std::pair<int, int> > const&) const [117]
[118]    0.0    0.00    0.00      46         std::pair<int const, std::pair<int, int> > const& std::forward<std::pair<int const, std::pair<int, int> > const&>(std::remove_reference<std::pair<int const, std::pair<int, int> > const&>::type&) [118]
-----------------------------------------------
                0.00    0.00       1/45          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > std::__find_if<__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_pred<identifyAffectedVertices(GraphPartition&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&, std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&)::{lambda(Edge const&)#4}> >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, __gnu_cxx::__ops::_Iter_pred<identifyAffectedVertices(GraphPartition&, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&, std::vector<std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > > const&)::{lambda(Edge const&)#4}>, std::random_access_iterator_tag) <cycle 1> [668]
                0.00    0.00      44/45          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [128]
[119]    0.0    0.00    0.00      45         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [119]
                0.00    0.00      90/326         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [14]
-----------------------------------------------
                0.00    0.00      15/45          std::__detail::_Map_base<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [240]
                0.00    0.00      30/45          main [7]
[120]    0.0    0.00    0.00      45         std::__detail::_Node_iterator<std::pair<int const, std::pair<int, int> >, false, false>::operator->() const [120]
                0.00    0.00      45/75          __gnu_cxx::__aligned_buffer<std::pair<int const, std::pair<int, int> > >::_M_ptr() [66]
-----------------------------------------------
                0.00    0.00      15/45          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(int const&) [212]
                0.00    0.00      15/45          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() [211]
                0.00    0.00      15/45          std::_Hashtable<int, std::pair<int const, std::pair<int, int> >, std::allocator<std::pair<int const, std::pair<int, int> > >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*, unsigned long) [208]
[121]    0.0    0.00    0.00      45         std::__detail::_Node_iterator<std::pair<int const, std::pair<int, int> >, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [121]
                0.00    0.00      45/45          std::__detail::_Node_iterator_base<std::pair<int const, std::pair<int, int> >, false>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [122]
-----------------------------------------------
                0.00    0.00      45/45          std::__detail::_Node_iterator<std::pair<int const, std::pair<int, int> >, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [121]
[122]    0.0    0.00    0.00      45         std::__detail::_Node_iterator_base<std::pair<int const, std::pair<int, int> >, false>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<int const, std::pair<int, int> >, false>*) [122]
-----------------------------------------------
                0.00    0.00      45/45          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [244]
[123]    0.0    0.00    0.00      45         int* std::__niter_base<int*>(int*) [123]
-----------------------------------------------
                0.00    0.00      44/44          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [128]
[124]    0.0    0.00    0.00      44         std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [124]
                0.00    0.00     176/176         std::vector<Edge, std::allocator<Edge> >::size() const [34]
                0.00    0.00      88/88          std::vector<Edge, std::allocator<Edge> >::max_size() const [57]
                0.00    0.00      44/59          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [93]
-----------------------------------------------
                0.00    0.00      44/44          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [128]
[125]    0.0    0.00    0.00      44         std::_Vector_base<Edge, std::allocator<Edge> >::_M_allocate(unsigned long) [125]
                0.00    0.00      44/44          std::__new_allocator<Edge>::allocate(unsigned long, void const*) [127]
-----------------------------------------------
